Date,SPY,EUR/USD,BTC,GLD,ETH
2018-02-21,237.07791137695312,1.233532428741455,10690.400390625,125.66000366210938,849.9710083007812
2018-02-22,237.38525390625,1.2281843423843384,10005.0,126.3000030517578,812.844970703125
2018-02-23,241.1690673828125,1.2326656579971311,10301.099609375,126.13999938964844,864.1890258789062
2018-02-26,243.9695281982422,1.228712558746338,10366.7001953125,126.4499969482422,869.3150024414062
2018-02-27,240.92323303222656,1.2315573692321775,10725.599609375,125.12999725341795,878.2650146484375
2018-02-28,238.4826812744141,1.2230321168899536,10397.900390625,125.0,855.198974609375
2018-03-01,235.01498413085935,1.2191256284713743,10951.0,124.72000122070312,872.2000122070312
2018-03-02,236.22645568847656,1.2270842790603638,11086.400390625,125.38999938964844,856.85302734375
2018-03-05,238.95669555664065,1.2315422296524048,11573.2998046875,125.18000030517578,853.6840209960938
2018-03-06,239.56246948242188,1.2336541414260864,10779.900390625,126.52999877929688,816.9509887695312
2018-03-07,239.47471618652344,1.2416653633117676,9965.5703125,125.72000122070312,752.8309936523438
2018-03-08,240.6335296630859,1.2414649724960327,9395.009765625,125.41999816894533,704.5960083007812
2018-03-09,244.8210906982422,1.2306632995605469,9337.5498046875,125.54000091552734,728.916015625
2018-03-12,244.51385498046875,1.2308752536773682,9205.1201171875,125.54000091552734,699.8309936523438
2018-03-13,242.93360900878903,1.2339584827423096,9194.849609375,125.77999877929688,690.8270263671875
2018-03-14,241.6869354248047,1.239234209060669,8269.8095703125,125.6999969482422,614.291015625
2018-03-15,241.4236602783203,1.2375624179840088,8300.8603515625,124.9000015258789,611.3040161132812
2018-03-16,241.68551635742188,1.2309207916259766,8338.349609375,124.5999984741211,601.666015625
2018-03-19,238.4153289794922,1.228078842163086,8630.650390625,124.87000274658205,556.7260131835938
2018-03-20,238.82083129882812,1.233684539794922,8913.4697265625,124.30999755859376,557.1749877929688
2018-03-21,238.36248779296875,1.2251899242401123,8929.2802734375,126.4800033569336,561.7319946289062
2018-03-22,232.40408325195312,1.234766125679016,8728.4697265625,125.9800033569336,539.7020263671875
2018-03-23,227.4504852294922,1.2324985265731812,8879.6201171875,127.61000061035156,539.6190185546875
2018-03-26,233.67335510253903,1.235437273979187,8209.400390625,128.27999877929688,489.9509887695313
2018-03-27,229.6981201171875,1.2457488775253296,7833.0400390625,127.48999786376952,450.1159973144531
2018-03-28,229.01947021484375,1.240787148475647,7954.47998046875,125.7300033569336,446.2789916992187
2018-03-29,231.94569396972656,1.2310267686843872,7165.7001953125,125.79000091552734,385.9679870605469
2018-04-02,226.93931579589844,1.231420874595642,7083.7998046875,127.26000213623048,386.4249877929687
2018-04-03,229.8479156494141,1.229271411895752,7456.10986328125,126.3000030517578,416.89300537109375
2018-04-04,232.30711364746097,1.2278525829315186,6853.83984375,126.4499969482422,380.5429992675781
2018-04-05,234.1404571533203,1.228682279586792,6811.47021484375,125.8000030517578,383.23199462890625
2018-04-06,228.92247009277344,1.2251598834991455,6636.31982421875,126.38999938964844,370.2850036621094
2018-04-09,230.05064392089844,1.227144479751587,6770.72998046875,126.81999969482422,398.5260009765625
2018-04-10,233.70860290527344,1.2322403192520142,6834.759765625,127.12000274658205,414.2430114746094
2018-04-11,232.48338317871097,1.2363078594207764,6968.31982421875,128.11000061035156,430.5400085449219
2018-04-12,234.39602661132812,1.2371643781661987,7889.25,126.62000274658205,492.9410095214844
2018-04-13,233.70860290527344,1.2329696416854858,7895.9599609375,127.4499969482422,492.7349853515625
2018-04-16,235.63006591796875,1.233258605003357,8058.669921875,127.62999725341795,511.1470031738281
2018-04-17,238.15093994140625,1.2385127544403076,7902.08984375,127.75,502.8940124511719
2018-04-18,238.3272399902344,1.237317442893982,8163.419921875,127.8499984741211,524.7890014648438
2018-04-19,237.00509643554688,1.237914800643921,8294.3095703125,127.5999984741211,567.8889770507812
2018-04-20,234.9954376220703,1.2345526218414309,8845.830078125,126.62999725341795,615.718017578125
2018-04-23,234.96023559570312,1.2273402214050293,8930.8798828125,125.62000274658205,642.5479736328125
2018-04-24,231.7959442138672,1.22089684009552,9697.5,126.2300033569336,708.1580200195312
2018-04-25,232.3688507080078,1.2241400480270386,8845.740234375,125.41000366210938,615.416015625
2018-04-26,234.7310485839844,1.2171669006347656,9281.509765625,124.97000122070312,662.8090209960938
2018-04-27,234.95138549804688,1.2109616994857788,8987.0498046875,125.5,647.031982421875
2018-04-30,233.14450073242188,1.2122827768325806,9240.5498046875,124.58999633789062,669.9240112304688
2018-05-01,233.55874633789065,1.2081234455108645,9119.009765625,123.70999908447266,673.6129760742188
2018-05-02,231.9898223876953,1.1991558074951172,9235.919921875,123.6500015258789,687.1489868164062
2018-05-03,231.4785614013672,1.19510018825531,9743.8603515625,124.27999877929688,779.5430297851562
2018-05-04,234.4753875732422,1.1989257335662842,9700.759765625,124.54000091552734,785.6240234375
2018-05-07,235.26870727539065,1.195500135421753,9373.009765625,124.56999969482422,753.7249755859375
2018-05-08,235.26870727539065,1.1933743953704834,9234.8203125,124.58999633789062,752.8569946289062
2018-05-09,237.5427703857422,1.1867886781692505,9325.1796875,124.33000183105467,752.2750244140625
2018-05-10,239.763916015625,1.184721827507019,9043.9404296875,125.18000030517578,727.2769775390625
2018-05-11,240.49554443359375,1.1917530298233032,8441.490234375,125.0,679.5859985351562
2018-05-14,240.6101226806641,1.1952143907546997,8716.7900390625,124.48999786376952,730.5490112304688
2018-05-15,238.95301818847656,1.1931180953979492,8510.3798828125,122.4800033569336,708.8709716796875
2018-05-16,239.9578094482422,1.1820889711380005,8368.830078125,122.29000091552734,707.0499877929688
2018-05-17,239.75515747070312,1.1816978454589844,8094.31982421875,122.36000061035156,672.656982421875
2018-05-18,239.15576171875,1.179523468017578,8250.9697265625,122.41000366210938,694.3670043945312
2018-05-21,240.9538726806641,1.1766643524169922,8418.990234375,122.4800033569336,699.2219848632812
2018-05-22,240.28399658203125,1.1792453527450562,8041.77978515625,122.41000366210938,647.7410278320312
2018-05-23,240.9450531005859,1.1788560152053833,7557.81982421875,122.54000091552734,583.5850219726562
2018-05-24,240.4514923095703,1.1710150241851809,7587.33984375,123.58999633789062,601.7550048828125
2018-05-25,239.8785858154297,1.1722642183303833,7480.14013671875,123.20999908447266,586.7340087890625
2018-05-29,237.11964416503903,1.162696123123169,7472.58984375,123.19000244140624,565.3880004882812
2018-05-30,240.28399658203125,1.1539349555969238,7406.52001953125,123.37000274658205,559.5900268554688
2018-05-31,238.81199645996097,1.1667250394821167,7494.169921875,123.0999984741211,577.64501953125
2018-06-01,241.1565704345703,1.1693171262741089,7541.4501953125,122.48999786376952,580.0430297851562
2018-06-04,242.3024139404297,1.1668611764907837,7514.47021484375,122.37000274658205,592.9849853515625
2018-06-05,242.4787139892578,1.1700559854507446,7633.759765625,122.8499984741211,609.302978515625
2018-06-06,244.5060272216797,1.1726216077804563,7653.97998046875,122.91999816894533,607.1240234375
2018-06-07,244.47952270507812,1.178550362586975,7678.240234375,122.86000061035156,605.18701171875
2018-06-08,245.2023162841797,1.179523468017578,7624.919921875,123.01000213623048,601.0770263671875
2018-06-11,245.5284423828125,1.1783976554870603,6906.919921875,123.2300033569336,533.2839965820312
2018-06-12,245.84571838378903,1.177412509918213,6582.35986328125,122.81999969482422,496.8429870605469
2018-06-13,245.06124877929688,1.17482590675354,6349.89990234375,123.19000244140624,477.4939880371094
2018-06-14,245.67823791503903,1.1807769536972046,6675.35009765625,123.37999725341795,519.7420043945312
2018-06-15,245.3648681640625,1.1566576957702637,6456.580078125,121.33999633789062,491.0039978027344
2018-06-18,244.86013793945312,1.159595012664795,6734.81982421875,121.11000061035156,518.8909912109375
2018-06-19,243.9216766357422,1.163074612617493,6769.93994140625,120.8000030517578,537.9569702148438
2018-06-20,244.33782958984375,1.1588560342788696,6776.5498046875,120.26000213623048,536.2680053710938
2018-06-21,242.80613708496097,1.1579033136367798,6729.740234375,120.0500030517578,527.3670043945312
2018-06-22,243.248779296875,1.1605775356292725,6083.68994140625,120.33999633789062,465.8169860839844
2018-06-25,239.93751525878903,1.1661399602890017,6249.18017578125,119.88999938964844,460.30999755859375
2018-06-26,240.46871948242188,1.1702749729156494,6093.669921875,119.26000213623048,432.7720031738281
2018-06-27,238.4765625,1.1650259494781494,6157.1298828125,118.58000183105467,442.364990234375
2018-06-28,239.8401031494141,1.1563634872436523,5903.43994140625,118.22000122070312,422.364990234375
2018-06-29,240.18540954589844,1.1562966108322144,6218.2998046875,118.6500015258789,436.0090026855469
2018-07-02,240.69886779785156,1.1678558588027954,6614.18017578125,117.45999908447266,475.3469848632813
2018-07-03,239.8489227294922,1.1642121076583862,6529.58984375,118.6500015258789,464.1950073242187
2018-07-05,241.8055725097656,1.166235089302063,6639.14013671875,119.0500030517578,474.4119873046875
2018-07-06,243.8508453369141,1.1695905923843384,6673.5,118.86000061035156,474.0119934082031
2018-07-09,246.04652404785156,1.1752262115478516,6741.75,119.1500015258789,476.6820068359375
2018-07-10,246.9319305419922,1.1756960153579712,6329.9501953125,118.93000030517578,434.4240112304687
2018-07-11,245.1257781982422,1.1727042198181152,6394.7099609375,117.63999938964844,446.51800537109375
2018-07-12,247.34811401367188,1.1676785945892334,6228.81005859375,118.12999725341795,430.0740051269531
2018-07-13,247.54290771484375,1.1665889024734497,6238.0498046875,117.61000061035156,434.0270080566406
2018-07-16,247.3215484619141,1.1679104566574097,6741.75,117.5500030517578,480.6579895019531
2018-07-17,248.3220062255859,1.170946478843689,7321.0400390625,116.27999877929688,501.00201416015625
2018-07-18,248.84434509277344,1.1653246879577637,7370.77978515625,116.30999755859376,480.5130004882813
2018-07-19,247.9058837890625,1.164564609527588,7466.85986328125,115.80999755859376,469.6189880371094
2018-07-20,247.62257385253903,1.1655147075653076,7354.1298828125,116.55999755859376,450.697998046875
2018-07-23,248.08294677734375,1.1741912364959717,7711.10986328125,116.0,450.8529968261719
2018-07-24,249.3313446044922,1.1694128513336182,8424.26953125,116.04000091552734,479.37298583984375
2018-07-25,251.45632934570312,1.1685519218444824,8181.39013671875,116.68000030517578,472.4930114746094
2018-07-26,250.8629608154297,1.1737502813339231,7951.580078125,115.7699966430664,464.0369873046875
2018-07-27,249.1630859375,1.16429340839386,8165.009765625,115.83000183105467,469.6659851074219
2018-07-30,247.8616180419922,1.16604483127594,8180.47998046875,115.6500015258789,457.08099365234375
2018-07-31,249.08346557617188,1.170740842819214,7780.43994140625,115.98999786376952,433.8670043945313
2018-08-01,248.66717529296875,1.168961763381958,7624.91015625,115.13999938964844,420.74700927734375
2018-08-02,250.02186584472656,1.1665889024734497,7567.14990234375,114.5199966430664,412.6210021972656
2018-08-03,251.09324645996097,1.1586008071899414,7434.39013671875,114.91999816894533,418.2619934082031
2018-08-06,252.0140380859375,1.1562297344207764,6951.7998046875,114.33000183105467,406.6579895019531
2018-08-07,252.8462829589844,1.1558021306991575,6753.1201171875,114.58999633789062,380.2149963378906
2018-08-08,252.74008178710935,1.1602946519851685,6305.7998046875,114.91000366210938,356.6130065917969
2018-08-09,252.39466857910156,1.1610760688781738,6568.22998046875,114.73999786376952,365.5880126953125
2018-08-10,250.7037353515625,1.1523923873901367,6184.7099609375,114.69000244140624,334.1759948730469
2018-08-13,249.7651824951172,1.1394712924957275,6297.56982421875,112.95999908447266,286.4949951171875
2018-08-14,251.35887145996097,1.1402509212493896,6199.7099609375,113.06999969482422,278.9320068359375
2018-08-15,249.4818420410156,1.134571552276611,6308.52001953125,111.19000244140624,282.364013671875
2018-08-16,251.50047302246097,1.134429931640625,6334.72998046875,111.0999984741211,288.0459899902344
2018-08-17,252.38587951660156,1.1371389627456665,6580.6298828125,112.12999725341795,315.72900390625
2018-08-20,252.9260101318359,1.1437721252441406,6308.52978515625,112.69000244140624,274.31500244140625
2018-08-21,253.5191650390625,1.149134635925293,6488.759765625,113.0199966430664,281.9440002441406
2018-08-22,253.36862182617188,1.1576753854751587,6376.7099609375,113.2699966430664,271.34100341796875
2018-08-23,253.0322723388672,1.1584800481796265,6534.8798828125,112.1999969482422,277.10400390625
2018-08-24,254.55506896972656,1.154334545135498,6719.9599609375,114.16000366210938,282.9670104980469
2018-08-27,256.5648498535156,1.164890170097351,6884.64013671875,114.58999633789062,285.6029968261719
2018-08-28,256.6887512207031,1.1683608293533323,7096.27978515625,113.68000030517578,296.4989929199219
2018-08-29,258.0699768066406,1.1691256761550903,7047.16015625,114.1999969482422,289.31201171875
2018-08-30,257.0252990722656,1.1709738969802856,6978.22998046875,113.63999938964844,284.1050109863281
2018-08-31,257.0342102050781,1.1664663553237915,7037.580078125,113.51000213623048,283.0039978027344
2018-09-04,256.59136962890625,1.161548137664795,7361.66015625,112.93000030517578,285.7229919433594
2018-09-05,255.90087890625,1.1586545705795288,6792.830078125,113.31999969482422,232.33099365234375
2018-09-06,255.1305999755859,1.1635212898254397,6529.169921875,113.54000091552734,230.21499633789065
2018-09-07,254.63462829589844,1.162006974220276,6467.06982421875,113.2300033569336,217.2030029296875
2018-09-10,255.0773773193359,1.1561094522476196,6329.7001953125,113.1500015258789,197.07899475097656
2018-09-11,255.9185333251953,1.159595012664795,6321.2001953125,113.22000122070312,185.0659942626953
2018-09-12,255.98046875,1.1596084833145142,6351.7998046875,114.16999816894533,183.33099365234375
2018-09-13,257.4945983886719,1.1629259586334229,6517.31005859375,113.76000213623048,211.35400390625
2018-09-14,257.5387878417969,1.169180393218994,6512.7099609375,113.0199966430664,211.74899291992188
2018-09-17,256.17529296875,1.1628988981246948,6281.2001953125,113.61000061035156,197.875
2018-09-18,257.56536865234375,1.1669156551361084,6371.2998046875,113.44000244140624,209.9750061035156
2018-09-19,257.83984375,1.167992353439331,6398.5400390625,113.87999725341795,209.968994140625
2018-09-20,259.9293518066406,1.167460560798645,6519.669921875,114.2699966430664,224.59100341796875
2018-09-21,259.69183349609375,1.1775927543640137,6734.9501953125,113.48999786376952,246.58399963378903
2018-09-24,258.8291015625,1.1751019954681396,6595.41015625,113.47000122070312,228.72999572753903
2018-09-25,258.5889892578125,1.175295352935791,6446.47021484375,113.6500015258789,218.5050048828125
2018-09-26,257.8152770996094,1.1763184070587158,6495.0,113.0500030517578,215.8470001220703
2018-09-27,258.5356750488281,1.1748534440994265,6676.75,112.0500030517578,228.49400329589844
2018-09-28,258.562255859375,1.1637378931045532,6644.1298828125,112.76000213623048,222.40199279785156
2018-10-01,259.4606018066406,1.1605371236801147,6589.6201171875,112.56999969482422,230.76800537109375
2018-10-02,259.3094177246094,1.157755732536316,6556.10009765625,113.87000274658205,227.18099975585935
2018-10-03,259.45172119140625,1.1551746129989624,6502.58984375,113.41999816894533,220.4889984130859
2018-10-04,257.4239501953125,1.147631287574768,6576.68994140625,113.4800033569336,222.2180023193359
2018-10-05,255.9830780029297,1.1518083810806274,6622.47998046875,113.8000030517578,227.6009979248047
2018-10-08,255.9830780029297,1.1522595882415771,6652.22998046875,112.54000091552734,229.2550048828125
2018-10-09,255.60951232910156,1.1494120359420776,6642.64013671875,112.5999984741211,227.98199462890625
2018-10-10,247.51609802246097,1.1506949663162231,6585.52978515625,112.87999725341795,225.7689971923828
2018-10-11,242.0642852783203,1.1533360481262207,6256.240234375,115.77999877929688,189.49899291992188
2018-10-12,245.42613220214844,1.1590440273284912,6274.580078125,115.2300033569336,196.7270050048828
2018-10-15,244.04750061035156,1.1551345586776731,6596.5400390625,116.0,209.70399475097656
2018-10-16,249.38389587402344,1.1583458185195925,6596.10986328125,115.8000030517578,210.1199951171875
2018-10-17,249.42837524414065,1.1575279235839844,6544.43017578125,115.79000091552734,207.08299255371097
2018-10-18,245.8262481689453,1.1500862836837769,6476.7099609375,115.91999816894533,203.3520050048828
2018-10-19,245.6928253173828,1.1460003852844238,6465.41015625,116.01000213623048,203.7270050048828
2018-10-22,244.59005737304688,1.1509466171264648,6487.16015625,115.70999908447266,204.04400634765625
2018-10-23,243.3448944091797,1.1467890739440918,6475.740234375,116.38999938964844,204.33599853515625
2018-10-24,235.971923828125,1.147315263748169,6495.83984375,116.66000366210938,203.8520050048828
2018-10-25,240.2053680419922,1.139925837516785,6476.2900390625,116.4000015258789,202.718994140625
2018-10-26,235.98081970214844,1.1377859115600586,6474.75,116.7699966430664,203.32899475097656
2018-10-29,234.67335510253903,1.1398738622665403,6332.6298828125,116.30999755859376,197.2469940185547
2018-10-30,238.15090942382812,1.137617588043213,6334.27001953125,115.8000030517578,197.55599975585935
2018-10-31,240.69454956054688,1.1346358060836792,6317.60986328125,115.1500015258789,197.38099670410156
2018-11-01,243.25599670410156,1.1316697597503662,6377.77978515625,116.62999725341795,198.8719940185547
2018-11-02,241.8152313232422,1.140328884124756,6388.43994140625,116.6500015258789,200.6349945068359
2018-11-05,243.14927673339844,1.1397570371627808,6419.66015625,116.37000274658205,209.09100341796875
2018-11-06,244.6879425048828,1.141291856765747,6461.009765625,116.04000091552734,218.45199584960935
2018-11-07,249.9263610839844,1.1438506841659546,6530.14013671875,116.02999877929688,217.18299865722656
2018-11-08,249.4728851318359,1.1434059143066406,6453.72021484375,115.77999877929688,212.2310028076172
2018-11-09,247.035888671875,1.1368415355682373,6385.6201171875,114.4800033569336,210.07400512695312
2018-11-12,242.41995239257812,1.132502794265747,6371.27001953125,113.66000366210938,210.41799926757812
2018-11-13,241.9663543701172,1.123342990875244,6359.490234375,113.6999969482422,206.8260040283203
2018-11-14,240.3120880126953,1.1311193704605105,5738.35009765625,114.63999938964844,181.39700317382812
2018-11-15,242.82015991210935,1.131183385848999,5648.02978515625,114.7699966430664,180.80599975585935
2018-11-16,243.45166015625,1.1324899196624756,5575.5498046875,115.62000274658205,175.177001953125
2018-11-19,239.33377075195312,1.141396164894104,4871.490234375,115.66999816894533,149.1750030517578
2018-11-20,234.90464782714844,1.1455016136169434,4451.8701171875,115.66999816894533,130.33900451660156
2018-11-21,235.7051239013672,1.1372424364089966,4602.169921875,115.86000061035156,136.7010040283203
2018-11-23,234.130859375,1.1403158903121948,4347.10986328125,115.7699966430664,123.2959976196289
2018-11-26,237.91079711914065,1.133735418319702,3779.1298828125,115.63999938964844,108.33499908447266
2018-11-27,238.71121215820312,1.1333370208740234,3820.719970703125,114.9499969482422,110.01000213623048
2018-11-28,244.20762634277344,1.1298797130584717,4257.419921875,115.37999725341795,122.43800354003906
2018-11-29,243.67398071289065,1.1368545293807983,4278.8466796875,115.73999786376952,117.54264831542967
2018-11-30,245.1592559814453,1.1392766237258911,4017.2685546875,115.54000091552734,113.17141723632812
2018-12-03,248.4055328369141,1.1342240571975708,3894.130859375,116.41000366210938,108.92501831054688
2018-12-04,240.3566131591797,1.135486125946045,3956.893798828125,117.12000274658205,110.21418762207033
2018-12-06,239.99197387695312,1.13490629196167,3521.101806640625,117.13999938964844,91.76105499267578
2018-12-07,234.41552734375,1.1374752521514893,3419.937255859375,118.08999633789062,93.29456329345705
2018-12-10,234.86021423339844,1.1400948762893677,3502.656005859375,117.68000030517578,91.68565368652344
2018-12-11,234.9135284423828,1.1356538534164429,3424.588134765625,117.54000091552734,88.94530487060547
2018-12-12,236.09640502929688,1.1323105096817017,3486.9501953125,117.79000091552734,90.59329986572266
2018-12-13,236.01638793945312,1.1373459100723269,3313.67724609375,117.52999877929688,86.53931427001953
2018-12-14,231.65838623046875,1.1363636255264282,3242.48486328125,117.05999755859376,84.30829620361328
2018-12-17,227.1136474609375,1.1305949687957764,3545.86474609375,117.87000274658205,95.13382720947266
2018-12-18,226.86459350585935,1.1349835395812988,3696.05908203125,118.1500015258789,101.11245727539062
2018-12-19,223.46713256835935,1.137539982795715,3745.95068359375,117.43000030517578,101.2685775756836
2018-12-20,219.82957458496097,1.138952136039734,4134.44140625,119.23999786376952,116.21687316894533
2018-12-21,215.3253631591797,1.1456853151321411,3896.543701171875,118.72000122070312,109.49623107910156
2018-12-24,209.6358184814453,1.1372811794281006,4078.59912109375,120.0199966430664,140.23800659179688
2018-12-26,220.2276306152344,1.1415525674819946,3857.297607421875,119.66000366210938,131.86563110351562
2018-12-27,221.91839599609375,1.1361312866210938,3654.83349609375,120.56999969482422,116.57591247558594
2018-12-28,221.63217163085935,1.143105387687683,3923.918701171875,121.05999755859376,137.6470184326172
2018-12-31,223.57334899902344,1.1439945697784424,3742.700439453125,121.25,133.36825561523438
2019-01-02,223.80593872070312,1.14617121219635,3943.409423828125,121.33000183105467,155.0476837158203
2019-01-03,218.46531677246097,1.1318106651306152,3836.7412109375,122.43000030517578,149.135009765625
2019-01-04,225.78298950195312,1.1391078233718872,3857.717529296875,121.44000244140624,154.58193969726562
2019-01-07,227.563232421875,1.1410444974899292,4025.248291015625,121.86000061035156,151.69921875
2019-01-08,229.70123291015625,1.1479737758636477,4030.847900390625,121.52999877929688,150.35963439941406
2019-01-09,230.7747802734375,1.1456066370010376,4035.29638671875,122.30999755859376,150.80311584472656
2019-01-10,231.58883666992188,1.1554949283599854,3678.924560546875,121.58999633789062,128.62518310546875
2019-01-11,231.6783142089844,1.151012897491455,3687.365478515625,121.8000030517578,127.54832458496094
2019-01-14,230.26480102539065,1.146013617515564,3706.05224609375,122.08999633789062,129.0687255859375
2019-01-15,232.9038543701172,1.1472889184951782,3630.67529296875,121.87999725341795,122.03271484375
2019-01-16,233.46743774414065,1.1416828632354736,3655.0068359375,122.2699966430664,123.54706573486328
2019-01-17,235.23870849609375,1.1398088932037354,3678.56396484375,122.11000061035156,123.7419204711914
